"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 26 13:26:53 GMT 2023","Sun Nov 26 13:26:55 GMT 2023","1476","","","","","","Elegir diferentes tematicas o niveles -- @1.2 Tematicas",""
"passed","Sun Nov 26 13:26:57 GMT 2023","Sun Nov 26 13:26:59 GMT 2023","1566","","","","","","Elegir diferentes tematicas o niveles -- @1.5 Tematicas",""
"passed","Sun Nov 26 13:27:00 GMT 2023","Sun Nov 26 13:27:02 GMT 2023","1357","","","","","","Elegir diferentes tematicas o niveles -- @1.7 Tematicas",""
"passed","Sun Nov 26 13:26:59 GMT 2023","Sun Nov 26 13:27:00 GMT 2023","1272","","","","","","Elegir diferentes tematicas o niveles -- @1.6 Tematicas",""
"passed","Sun Nov 26 13:26:52 GMT 2023","Sun Nov 26 13:26:53 GMT 2023","1477","","","","","","Elegir diferentes tematicas o niveles -- @1.1 Tematicas",""
"passed","Sun Nov 26 13:27:03 GMT 2023","Sun Nov 26 13:27:05 GMT 2023","2467","","","","","","Ingresar letra incorrecta",""
"passed","Sun Nov 26 13:27:05 GMT 2023","Sun Nov 26 13:27:08 GMT 2023","2379","","","","","","Ingresar letra repetida",""
"passed","Sun Nov 26 13:27:02 GMT 2023","Sun Nov 26 13:27:03 GMT 2023","1299","","","","","","Elegir diferentes tematicas o niveles -- @1.8 Tematicas",""
"passed","Sun Nov 26 13:26:50 GMT 2023","Sun Nov 26 13:26:52 GMT 2023","1377","","","","","","Elegir opcion elegir por tematica o por nivel -- @1.2 Opciones",""
"passed","Sun Nov 26 13:26:55 GMT 2023","Sun Nov 26 13:26:56 GMT 2023","1284","","","","","","Elegir diferentes tematicas o niveles -- @1.3 Tematicas",""
"passed","Sun Nov 26 13:26:56 GMT 2023","Sun Nov 26 13:26:57 GMT 2023","1324","","","","","","Elegir diferentes tematicas o niveles -- @1.4 Tematicas",""
"passed","Sun Nov 26 13:26:11 GMT 2023","Sun Nov 26 13:26:50 GMT 2023","39264","","","","","","Elegir opcion elegir por tematica o por nivel -- @1.1 Opciones",""
