"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Nov 25 20:50:38 GMT 2023","Sat Nov 25 20:50:38 GMT 2023","664","","","","","","Elegir diferentes tematicas o niveles -- @1.4 Tematicas",""
"broken","Sat Nov 25 20:50:42 GMT 2023","Sat Nov 25 20:50:42 GMT 2023","663","","","","","","Ingresar letra repetida",""
"broken","Sat Nov 25 20:50:37 GMT 2023","Sat Nov 25 20:50:38 GMT 2023","663","","","","","","Elegir diferentes tematicas o niveles -- @1.3 Tematicas",""
"broken","Sat Nov 25 20:50:40 GMT 2023","Sat Nov 25 20:50:40 GMT 2023","663","","","","","","Elegir diferentes tematicas o niveles -- @1.7 Tematicas",""
"broken","Sat Nov 25 20:50:36 GMT 2023","Sat Nov 25 20:50:37 GMT 2023","665","","","","","","Elegir diferentes tematicas o niveles -- @1.2 Tematicas",""
"broken","Sat Nov 25 20:50:39 GMT 2023","Sat Nov 25 20:50:40 GMT 2023","663","","","","","","Elegir diferentes tematicas o niveles -- @1.6 Tematicas",""
"broken","Sat Nov 25 20:50:24 GMT 2023","Sat Nov 25 20:50:35 GMT 2023","11003","","","","","","Elegir opcion elegir por tematica o por nivel -- @1.1 Opciones",""
"broken","Sat Nov 25 20:50:40 GMT 2023","Sat Nov 25 20:50:41 GMT 2023","662","","","","","","Elegir diferentes tematicas o niveles -- @1.8 Tematicas",""
"broken","Sat Nov 25 20:50:36 GMT 2023","Sat Nov 25 20:50:36 GMT 2023","664","","","","","","Elegir diferentes tematicas o niveles -- @1.1 Tematicas",""
"broken","Sat Nov 25 20:50:41 GMT 2023","Sat Nov 25 20:50:42 GMT 2023","663","","","","","","Ingresar letra incorrecta",""
"broken","Sat Nov 25 20:50:38 GMT 2023","Sat Nov 25 20:50:39 GMT 2023","663","","","","","","Elegir diferentes tematicas o niveles -- @1.5 Tematicas",""
"broken","Sat Nov 25 20:50:35 GMT 2023","Sat Nov 25 20:50:36 GMT 2023","665","","","","","","Elegir opcion elegir por tematica o por nivel -- @1.2 Opciones",""
