"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Nov 25 21:01:34 GMT 2023","Sat Nov 25 21:01:35 GMT 2023","664","","","","","","Elegir diferentes tematicas o niveles -- @1.5 Tematicas",""
"broken","Sat Nov 25 21:01:37 GMT 2023","Sat Nov 25 21:01:37 GMT 2023","664","","","","","","Ingresar letra incorrecta",""
"broken","Sat Nov 25 21:01:37 GMT 2023","Sat Nov 25 21:01:38 GMT 2023","664","","","","","","Ingresar letra repetida",""
"broken","Sat Nov 25 21:01:35 GMT 2023","Sat Nov 25 21:01:35 GMT 2023","664","","","","","","Elegir diferentes tematicas o niveles -- @1.6 Tematicas",""
"broken","Sat Nov 25 21:01:21 GMT 2023","Sat Nov 25 21:01:31 GMT 2023","9815","","","","","","Elegir opcion elegir por tematica o por nivel -- @1.1 Opciones",""
"broken","Sat Nov 25 21:01:31 GMT 2023","Sat Nov 25 21:01:31 GMT 2023","667","","","","","","Elegir opcion elegir por tematica o por nivel -- @1.2 Opciones",""
"broken","Sat Nov 25 21:01:33 GMT 2023","Sat Nov 25 21:01:33 GMT 2023","664","","","","","","Elegir diferentes tematicas o niveles -- @1.3 Tematicas",""
"broken","Sat Nov 25 21:01:33 GMT 2023","Sat Nov 25 21:01:34 GMT 2023","664","","","","","","Elegir diferentes tematicas o niveles -- @1.4 Tematicas",""
"broken","Sat Nov 25 21:01:35 GMT 2023","Sat Nov 25 21:01:36 GMT 2023","664","","","","","","Elegir diferentes tematicas o niveles -- @1.7 Tematicas",""
"broken","Sat Nov 25 21:01:32 GMT 2023","Sat Nov 25 21:01:33 GMT 2023","665","","","","","","Elegir diferentes tematicas o niveles -- @1.2 Tematicas",""
"broken","Sat Nov 25 21:01:36 GMT 2023","Sat Nov 25 21:01:37 GMT 2023","664","","","","","","Elegir diferentes tematicas o niveles -- @1.8 Tematicas",""
"broken","Sat Nov 25 21:01:31 GMT 2023","Sat Nov 25 21:01:32 GMT 2023","664","","","","","","Elegir diferentes tematicas o niveles -- @1.1 Tematicas",""
