"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 26 14:15:32 GMT 2023","Sun Nov 26 14:15:41 GMT 2023","8853","","","","","","Elegir opcion elegir por tematica o por nivel -- @1.1 Opciones",""
"passed","Sun Nov 26 14:15:49 GMT 2023","Sun Nov 26 14:15:50 GMT 2023","1373","","","","","","Elegir diferentes tematicas o niveles -- @1.5 Tematicas",""
"passed","Sun Nov 26 14:15:41 GMT 2023","Sun Nov 26 14:15:43 GMT 2023","1534","","","","","","Elegir opcion elegir por tematica o por nivel -- @1.2 Opciones",""
"passed","Sun Nov 26 14:15:50 GMT 2023","Sun Nov 26 14:15:52 GMT 2023","1606","","","","","","Elegir diferentes tematicas o niveles -- @1.6 Tematicas",""
"passed","Sun Nov 26 14:15:43 GMT 2023","Sun Nov 26 14:15:44 GMT 2023","1450","","","","","","Elegir diferentes tematicas o niveles -- @1.1 Tematicas",""
"passed","Sun Nov 26 14:15:47 GMT 2023","Sun Nov 26 14:15:49 GMT 2023","1739","","","","","","Elegir diferentes tematicas o niveles -- @1.4 Tematicas",""
"passed","Sun Nov 26 14:15:44 GMT 2023","Sun Nov 26 14:15:45 GMT 2023","1408","","","","","","Elegir diferentes tematicas o niveles -- @1.2 Tematicas",""
"passed","Sun Nov 26 14:15:45 GMT 2023","Sun Nov 26 14:15:47 GMT 2023","1434","","","","","","Elegir diferentes tematicas o niveles -- @1.3 Tematicas",""
"passed","Sun Nov 26 14:15:55 GMT 2023","Sun Nov 26 14:15:58 GMT 2023","2902","","","","","","Ingresar letra incorrecta",""
"passed","Sun Nov 26 14:15:58 GMT 2023","Sun Nov 26 14:16:00 GMT 2023","2726","","","","","","Ingresar letra repetida",""
"passed","Sun Nov 26 14:15:52 GMT 2023","Sun Nov 26 14:15:53 GMT 2023","1650","","","","","","Elegir diferentes tematicas o niveles -- @1.7 Tematicas",""
"passed","Sun Nov 26 14:15:53 GMT 2023","Sun Nov 26 14:15:55 GMT 2023","1414","","","","","","Elegir diferentes tematicas o niveles -- @1.8 Tematicas",""
