"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 27 01:35:07 GMT 2023","Mon Nov 27 01:35:09 GMT 2023","1200","","","","","","Elegir diferentes tematicas o niveles -- @1.8 Tematicas",""
"passed","Mon Nov 27 01:35:00 GMT 2023","Mon Nov 27 01:35:01 GMT 2023","1250","","","","","","Elegir diferentes tematicas o niveles -- @1.2 Tematicas",""
"passed","Mon Nov 27 01:35:01 GMT 2023","Mon Nov 27 01:35:02 GMT 2023","1239","","","","","","Elegir diferentes tematicas o niveles -- @1.3 Tematicas",""
"passed","Mon Nov 27 01:35:06 GMT 2023","Mon Nov 27 01:35:07 GMT 2023","1238","","","","","","Elegir diferentes tematicas o niveles -- @1.7 Tematicas",""
"passed","Mon Nov 27 01:35:09 GMT 2023","Mon Nov 27 01:35:10 GMT 2023","1674","","","","","","Ingresar letra incorrecta",""
"passed","Mon Nov 27 01:35:04 GMT 2023","Mon Nov 27 01:35:05 GMT 2023","1209","","","","","","Elegir diferentes tematicas o niveles -- @1.5 Tematicas",""
"passed","Mon Nov 27 01:35:10 GMT 2023","Mon Nov 27 01:35:12 GMT 2023","1821","","","","","","Ingresar letra repetida",""
"passed","Mon Nov 27 01:34:59 GMT 2023","Mon Nov 27 01:35:00 GMT 2023","1246","","","","","","Elegir diferentes tematicas o niveles -- @1.1 Tematicas",""
"passed","Mon Nov 27 01:35:02 GMT 2023","Mon Nov 27 01:35:04 GMT 2023","1347","","","","","","Elegir diferentes tematicas o niveles -- @1.4 Tematicas",""
"passed","Mon Nov 27 01:34:57 GMT 2023","Mon Nov 27 01:34:59 GMT 2023","1212","","","","","","Elegir opcion elegir por tematica o por nivel -- @1.2 Opciones",""
"passed","Mon Nov 27 01:34:49 GMT 2023","Mon Nov 27 01:34:57 GMT 2023","7989","","","","","","Elegir opcion elegir por tematica o por nivel -- @1.1 Opciones",""
"passed","Mon Nov 27 01:35:05 GMT 2023","Mon Nov 27 01:35:06 GMT 2023","1237","","","","","","Elegir diferentes tematicas o niveles -- @1.6 Tematicas",""
